0 0 0 1 0 0 1 0 1 0 0
1 0 0 1 1 1 1 1 1 1 1
2 0 0 1 0 1 1 0 1 0 1
3 0 0 1 1 1 0 0 1 0 1
4 0 0 1 0 1 0 0 1 0 1
5 0 0 0 0 0 1 1 1 0 0
6 0 0 1 1 1 0 0 1 1 1
7 0 0 1 1 1 1 0 0 0 1
8 0 0 1 1 1 0 0 1 0 1
9 0 0 1 1 1 0 0 1 1 1
10 1 1 1 0 0 1 1 1 1 0
11 1 1 0 0 0 0 1 0 1 0
12 0 0 1 0 0 1 1 1 1 0
13 1 1 0 0 0 0 0 0 1 0
14 0 0 1 1 1 0 0 1 0 1
15 1 0 1 0 0 0 1 1 1 0
16 0 0 1 1 1 1 0 1 1 1
17 1 1 0 0 0 0 0 0 1 0
18 1 0 1 0 0 1 0 1 1 0
19 1 0 1 0 0 1 1 1 1 0
20 0 0 1 1 0 0 1 1 0 0
21 0 0 0 0 1 0 0 1 0 1
22 1 0 1 0 1 0 1 1 0 1
23 0 0 1 0 0 0 1 0 0 0
24 0 0 1 1 1 0 0 1 0 1
25 1 0 1 0 1 1 1 1 1 1
26 1 1 0 0 0 0 1 0 1 0
27 0 0 1 1 1 0 0 1 1 1
28 0 0 1 1 1 0 0 1 0 1
29 1 0 1 0 0 1 0 1 1 0
30 0 0 1 1 1 0 0 1 0 1
31 1 0 1 0 0 1 0 1 1 0
32 0 0 1 0 0 1 1 1 0 0
33 0 0 1 1 1 0 0 1 1 1
34 0 0 1 0 1 0 0 1 0 1
35 0 0 1 0 1 1 0 0 0 1
36 0 0 0 0 1 0 0 0 0 1
37 0 0 1 0 1 0 0 1 0 1
38 0 0 0 1 1 0 0 0 0 1
39 0 0 1 1 1 0 0 1 1 1
40 0 0 1 0 0 1 1 1 0 0
41 1 0 1 0 0 0 1 0 1 0
42 0 0 1 0 0 1 0 0 0 0
43 1 0 1 0 1 0 1 1 1 1
44 1 0 1 0 1 1 1 1 0 1
45 0 0 1 1 1 1 1 1 1 1
46 1 0 1 0 0 0 0 1 0 0
47 0 0 1 0 0 1 0 1 0 0
48 0 0 1 0 1 0 0 0 0 1
49 0 0 1 0 0 1 1 1 0 0
50 0 0 1 0 1 1 1 1 1 1
51 1 0 1 0 0 1 1 1 0 0
52 0 0 1 1 1 0 0 1 0 1
53 0 0 1 0 0 0 0 1 0 0
54 1 0 1 1 1 1 1 1 1 1
55 0 0 1 1 1 0 0 1 0 1
56 0 0 1 1 1 0 1 1 0 1
57 0 0 1 0 0 1 0 0 0 0
58 0 0 1 0 0 1 1 1 0 0
59 1 0 1 0 1 1 1 0 1 1
60 0 0 1 0 1 0 0 1 0 1
61 0 0 1 1 1 0 0 0 0 1
62 0 0 1 0 0 1 1 1 0 0
63 1 0 1 0 0 1 1 1 1 0
64 1 0 1 0 0 1 0 1 1 0
65 0 0 0 1 1 0 0 0 1 1
66 0 0 0 0 1 0 0 0 0 1
67 0 0 1 1 1 0 0 1 1 1
68 1 0 1 0 0 0 0 1 0 0
69 0 0 0 0 1 0 0 0 0 1
70 0 0 0 0 1 0 0 0 0 1
71 0 0 0 0 1 0 0 0 0 1
72 0 0 1 0 1 0 0 1 0 1
73 0 0 0 1 1 0 0 1 1 1
74 0 1 1 1 1 0 0 1 0 1
75 0 0 1 1 1 0 1 1 0 1
76 0 0 1 0 0 0 0 1 1 0
77 0 0 0 0 1 0 0 0 0 1
78 0 0 1 1 1 1 0 1 0 1
79 0 0 1 1 1 0 0 1 1 1
80 1 0 1 0 0 1 0 1 1 0
81 1 0 1 0 0 1 1 1 1 0
82 0 0 0 0 1 0 0 0 0 1
83 0 0 0 0 1 0 0 0 0 1
84 1 0 1 0 0 0 0 1 0 0
85 0 0 1 1 1 1 0 0 0 1
86 0 0 1 0 1 0 0 1 1 1
87 1 0 1 0 0 1 0 1 0 0
88 0 0 1 0 0 1 0 0 0 0
89 1 0 1 0 1 1 1 1 1 1
90 1 0 0 0 0 0 0 0 0 0
91 0 0 1 0 0 1 0 1 0 0
92 1 1 0 0 0 0 1 0 1 0
93 0 0 0 0 1 0 1 0 0 1
94 0 0 0 0 1 0 0 0 0 1
95 0 0 0 1 1 0 0 0 0 1
96 1 0 1 0 1 1 1 1 1 1
97 0 0 1 1 1 0 0 1 0 1
98 0 1 1 1 1 0 0 0 0 1
99 0 1 1 1 1 0 0 1 0 1
100 1 1 1 0 1 1 1 1 1 1
101 1 0 1 0 1 1 0 1 1 1
102 1 0 1 0 1 1 1 1 1 1
103 0 0 1 0 0 1 1 1 0 0
104 1 0 1 0 1 1 0 1 1 1
105 0 0 0 0 0 1 1 1 1 0
106 0 0 1 1 1 1 1 0 0 1
107 0 0 1 1 1 1 1 1 1 1
108 0 1 0 1 0 0 1 0 0 0
109 0 0 1 1 1 1 0 1 0 1
110 1 0 1 0 1 1 1 1 1 1
111 0 0 1 1 1 1 0 1 0 1
112 1 0 1 0 1 1 1 1 0 1
113 0 0 1 0 0 1 0 0 0 0
114 0 1 1 1 1 1 1 1 1 1
115 0 0 1 1 1 1 0 1 0 1
116 0 0 1 0 0 1 0 1 0 0
117 1 0 1 0 0 1 0 0 1 0
118 1 1 1 0 1 1 1 1 1 1
119 1 1 1 0 1 1 1 1 1 1
120 1 0 1 0 1 1 1 1 1 1
121 0 0 1 0 1 1 1 1 1 1
122 0 0 1 1 1 1 0 1 0 1
123 0 0 0 1 1 1 0 1 0 1
124 0 0 1 0 0 1 1 1 0 0
125 0 0 1 1 1 1 0 1 0 1
126 1 0 1 0 0 1 1 1 0 0
127 0 0 1 1 1 1 0 1 0 1
128 1 1 1 0 1 1 1 1 1 1
129 0 0 1 1 1 1 1 1 1 1
130 1 1 1 0 1 1 1 1 1 1
